,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer
3723,Sangli,Black,105,50,45,7.0,800,25,Wheat,19:19:19 NPK
3725,Sangli,Black,115,50,45,7.0,800,25,Wheat,19:19:19 NPK
3728,Sangli,Black,105,55,50,7.5,900,15,Wheat,19:19:19 NPK
3730,Sangli,Black,115,55,50,7.5,900,15,Wheat,19:19:19 NPK
3731,Sangli,Black,120,55,50,7.5,900,15,Wheat,19:19:19 NPK
3732,Sangli,Black,100,60,55,6.0,800,20,Wheat,19:19:19 NPK
3733,Sangli,Black,105,60,55,6.0,800,20,Wheat,19:19:19 NPK
3734,Sangli,Black,110,60,55,6.0,800,20,Wheat,19:19:19 NPK
3735,Sangli,Black,115,60,55,6.0,800,20,Wheat,19:19:19 NPK
3739,Sangli,Red,70,40,40,6.0,800,25,Jowar,10:26:26 NPK
3745,Sangli,Red,75,45,45,6.5,900,30,Jowar,10:26:26 NPK
3746,Sangli,Red,80,45,45,6.5,900,30,Jowar,10:26:26 NPK
3748,Sangli,Red,65,50,50,7.0,800,25,Jowar,10:26:26 NPK
3754,Sangli,Red,70,55,55,7.5,900,30,Jowar,10:26:26 NPK
3756,Sangli,Red,80,55,55,7.5,900,30,Jowar,10:26:26 NPK
3758,Sangli,Red,65,60,60,6.0,800,25,Jowar,10:26:26 NPK
3759,Sangli,Red,70,60,60,6.0,800,25,Jowar,10:26:26 NPK
3760,Sangli,Red,75,60,60,6.0,800,25,Jowar,10:26:26 NPK
3762,Sangli,Red,60,40,45,6.5,900,30,Jowar,Urea
3764,Sangli,Red,70,40,45,6.5,900,30,Jowar,Urea
3766,Sangli,Red,80,40,45,6.5,900,30,Jowar,Urea
3769,Sangli,Red,70,45,50,7.0,800,25,Jowar,Urea
3771,Sangli,Red,80,45,50,7.0,800,25,Jowar,Urea
3772,Sangli,Red,60,50,55,7.5,900,30,Jowar,Urea
3773,Sangli,Red,65,50,55,7.5,900,30,Jowar,Urea
3774,Sangli,Red,70,50,55,7.5,900,30,Jowar,Urea
3775,Sangli,Red,75,50,55,7.5,900,30,Jowar,Urea
3776,Sangli,Red,80,50,55,7.5,900,30,Jowar,Urea
3777,Sangli,Red,60,55,60,6.0,800,25,Jowar,Urea
3778,Sangli,Red,65,55,60,6.0,800,25,Jowar,Urea
3779,Sangli,Red,70,55,60,6.0,800,25,Jowar,Urea
3780,Sangli,Red,75,55,60,6.0,800,25,Jowar,Urea
3784,Sangli,Red,70,60,40,6.5,900,30,Jowar,Urea
3786,Sangli,Red,80,60,40,6.5,900,30,Jowar,Urea
3787,Sangli,Red,60,40,50,7.0,800,25,Jowar,SSP
3791,Sangli,Red,80,40,50,7.0,800,25,Jowar,SSP
3792,Sangli,Red,60,45,55,7.5,900,30,Jowar,SSP
3793,Sangli,Red,65,45,55,7.5,900,30,Jowar,SSP
3794,Sangli,Red,70,45,55,7.5,900,30,Jowar,SSP
3797,Sangli,Red,60,50,60,6.0,800,25,Jowar,SSP
3801,Sangli,Red,80,50,60,6.0,800,25,Jowar,SSP
3803,Sangli,Red,65,55,40,6.5,900,30,Jowar,SSP
3804,Sangli,Red,70,55,40,6.5,900,30,Jowar,SSP
3806,Sangli,Red,80,55,40,6.5,900,30,Jowar,SSP
3807,Sangli,Red,60,60,45,7.0,800,25,Jowar,SSP
3808,Sangli,Red,65,60,45,7.0,800,25,Jowar,SSP
3810,Sangli,Red,75,60,45,7.0,800,25,Jowar,SSP
3811,Sangli,Red,80,60,45,7.0,800,25,Jowar,SSP
3813,Sangli,Red,65,40,55,7.5,900,30,Jowar,10:26:26 NPK
3814,Sangli,Red,70,40,55,7.5,900,30,Jowar,10:26:26 NPK
3815,Sangli,Red,75,40,55,7.5,900,30,Jowar,10:26:26 NPK
3816,Sangli,Red,80,40,55,7.5,900,30,Jowar,10:26:26 NPK
3818,Sangli,Red,65,45,60,6.0,800,25,Jowar,10:26:26 NPK
3820,Sangli,Red,75,45,60,6.0,800,25,Jowar,10:26:26 NPK
3822,Sangli,Red,60,50,40,6.5,900,30,Jowar,10:26:26 NPK
3823,Sangli,Red,65,50,40,6.5,900,30,Jowar,10:26:26 NPK
3829,Sangli,Red,70,55,45,7.0,800,25,Jowar,10:26:26 NPK
3830,Sangli,Red,75,55,45,7.0,800,25,Jowar,10:26:26 NPK
3831,Sangli,Red,80,55,45,7.0,800,25,Jowar,10:26:26 NPK
3832,Sangli,Red,60,60,50,7.5,900,30,Jowar,10:26:26 NPK
3834,Sangli,Red,70,60,50,7.5,900,30,Jowar,10:26:26 NPK
3837,Sangli,Red,60,40,60,6.0,800,25,Jowar,Urea
3838,Sangli,Red,65,40,60,6.0,800,25,Jowar,Urea
3841,Sangli,Red,80,40,60,6.0,800,25,Jowar,Urea
3843,Sangli,Red,65,45,40,6.5,900,30,Jowar,Urea
3844,Sangli,Red,70,45,40,6.5,900,30,Jowar,Urea
3846,Sangli,Red,80,45,40,6.5,900,30,Jowar,Urea
3847,Sangli,Red,60,50,45,7.0,800,25,Jowar,Urea
3851,Sangli,Red,80,50,45,7.0,800,25,Jowar,Urea
3853,Sangli,Red,65,55,50,7.5,900,30,Jowar,Urea
3854,Sangli,Red,70,55,50,7.5,900,30,Jowar,Urea
3856,Sangli,Red,80,55,50,7.5,900,30,Jowar,Urea
3857,Sangli,Red,60,60,45,6.0,800,25,Jowar,Urea
3861,Sangli,Red,80,60,45,6.0,800,25,Jowar,Urea
3866,Sangli,Light Brown,25,45,25,6.5,900,30,Groundnut,Chilated Micronutrient
3867,Sangli,Light Brown,30,45,25,6.5,900,30,Groundnut,Chilated Micronutrient
3870,Sangli,Light Brown,30,50,30,7.0,800,25,Groundnut,Chilated Micronutrient
3871,Sangli,Light Brown,20,40,25,6.0,900,30,Groundnut,SSP
3876,Sangli,Light Brown,30,45,30,6.5,800,25,Groundnut,SSP
3883,Sangli,Light Brown,20,45,20,6.5,900,30,Groundnut,Chilated Micronutrient
3884,Sangli,Light Brown,25,45,20,6.5,900,30,Groundnut,Chilated Micronutrient
3888,Sangli,Light Brown,30,50,25,7.0,800,25,Groundnut,Chilated Micronutrient
3889,Sangli,Black,25,20,40,5.5,1500,20,Turmeric,Urea
3890,Sangli,Black,30,20,40,5.5,1500,20,Turmeric,Urea
3892,Sangli,Black,30,25,45,6.0,1600,25,Turmeric,Urea
3895,Sangli,Black,20,30,50,6.5,1700,30,Turmeric,Urea
3896,Sangli,Black,25,30,50,6.5,1700,30,Turmeric,Urea
3898,Sangli,Black,25,20,45,5.5,1500,20,Turmeric,Ferrous Sulphate
3901,Sangli,Black,30,25,50,6.0,1600,25,Turmeric,Ferrous Sulphate
3902,Sangli,Black,20,25,50,6.0,1600,25,Turmeric,Ferrous Sulphate
3903,Sangli,Black,25,25,50,6.0,1600,25,Turmeric,Ferrous Sulphate
3910,Sangli,Black,25,20,40,5.5,1500,20,Turmeric,White Potash
3912,Sangli,Black,20,25,40,6.0,1600,25,Turmeric,White Potash
3915,Sangli,Black,25,30,45,6.5,1700,30,Turmeric,White Potash
3916,Sangli,Black,30,30,45,6.5,1700,30,Turmeric,White Potash
3921,Sangli,Black,120,20,45,6.0,700,25,Cotton,Magnesium Sulphate
3925,Sangli,Black,115,25,50,6.5,800,30,Cotton,Magnesium Sulphate
3928,Sangli,Black,105,30,55,7.0,900,35,Cotton,Magnesium Sulphate
3929,Sangli,Black,110,30,55,7.0,900,35,Cotton,Magnesium Sulphate
3931,Sangli,Black,120,30,55,7.0,900,35,Cotton,Magnesium Sulphate
3933,Sangli,Black,105,20,50,7.5,1000,25,Cotton,12:32:16 NPK
3935,Sangli,Black,115,20,50,7.5,1000,25,Cotton,12:32:16 NPK
3936,Sangli,Black,120,20,50,7.5,1000,25,Cotton,12:32:16 NPK
3938,Sangli,Black,105,25,55,6.0,700,30,Cotton,12:32:16 NPK
3942,Sangli,Black,100,30,45,6.5,800,35,Cotton,12:32:16 NPK
3945,Sangli,Black,115,30,45,6.5,800,35,Cotton,12:32:16 NPK
3954,Sangli,Black,110,25,45,7.5,1000,30,Cotton,DAP
3955,Sangli,Black,115,25,45,7.5,1000,30,Cotton,DAP
3957,Sangli,Black,100,30,50,6.0,700,35,Cotton,DAP
3958,Sangli,Black,105,30,50,6.0,700,35,Cotton,DAP
3960,Sangli,Black,115,30,50,6.0,700,35,Cotton,DAP
3963,Sangli,Reddish Brown,35,40,20,6.0,600,25,Tur,Urea
3965,Sangli,Reddish Brown,30,45,25,6.5,700,30,Tur,Urea
3966,Sangli,Reddish Brown,35,45,25,6.5,700,30,Tur,Urea
3975,Sangli,Reddish Brown,35,60,25,6.5,700,30,Tur,Urea
3976,Sangli,Reddish Brown,40,60,25,6.5,700,30,Tur,Urea
3977,Sangli,Reddish Brown,30,40,30,7.0,800,35,Tur,MOP
3984,Sangli,Reddish Brown,35,50,25,6.5,700,30,Tur,MOP
3988,Sangli,Reddish Brown,40,55,30,7.0,800,35,Tur,MOP
3989,Sangli,Reddish Brown,30,60,20,6.0,600,25,Tur,MOP
3991,Sangli,Reddish Brown,40,60,20,6.0,600,25,Tur,MOP
3992,Sangli,Reddish Brown,30,40,25,6.5,700,30,Tur,SSP
3994,Sangli,Reddish Brown,40,40,25,6.5,700,30,Tur,SSP
3995,Sangli,Reddish Brown,30,45,30,7.0,800,35,Tur,SSP
3997,Sangli,Reddish Brown,40,45,30,7.0,800,35,Tur,SSP
4001,Sangli,Reddish Brown,30,55,25,6.5,700,30,Tur,SSP
4004,Sangli,Reddish Brown,30,60,30,7.0,800,35,Tur,SSP
4006,Sangli,Reddish Brown,40,60,30,7.0,800,35,Tur,SSP
4008,Sangli,Black,45,20,20,6.5,400,25,Moong,MOP
4010,Sangli,Black,40,25,25,7.0,500,30,Moong,MOP
4011,Sangli,Black,45,25,25,7.0,500,30,Moong,MOP
4012,Sangli,Black,50,25,25,7.0,500,30,Moong,MOP
4016,Sangli,Black,40,20,25,6.5,400,25,Moong,Urea
4017,Sangli,Black,45,20,25,6.5,400,25,Moong,Urea
4018,Sangli,Black,50,20,25,6.5,400,25,Moong,Urea
4019,Sangli,Black,40,25,30,7.0,500,30,Moong,Urea
4020,Sangli,Black,45,25,30,7.0,500,30,Moong,Urea
4022,Sangli,Black,40,30,20,7.5,600,35,Moong,Urea
4028,Sangli,Black,40,25,20,7.0,500,30,Moong,SSP
4029,Sangli,Black,45,25,20,7.0,500,30,Moong,SSP
4033,Sangli,Black,50,30,25,7.5,600,35,Moong,SSP
4034,Pune,Black,100,50,50,5.5,700,35,Rice,Urea
4035,Pune,Black,105,50,50,5.5,700,35,Rice,Urea
4037,Pune,Black,115,50,50,5.5,700,35,Rice,Urea
4039,Pune,Black,100,55,55,6.0,800,40,Rice,Urea
4040,Pune,Black,105,55,55,6.0,800,40,Rice,Urea
4041,Pune,Black,110,55,55,6.0,800,40,Rice,Urea
4042,Pune,Black,115,55,55,6.0,800,40,Rice,Urea
4045,Pune,Black,105,60,60,6.5,900,35,Rice,Urea
4046,Pune,Black,110,60,60,6.5,900,35,Rice,Urea
4049,Pune,Black,100,50,55,5.5,700,40,Rice,50:26:26 NPK
4051,Pune,Black,110,50,55,5.5,700,40,Rice,50:26:26 NPK
4052,Pune,Black,115,50,55,5.5,700,40,Rice,50:26:26 NPK
4053,Pune,Black,120,50,55,5.5,700,40,Rice,50:26:26 NPK
4058,Pune,Black,120,55,60,6.0,800,35,Rice,50:26:26 NPK
4060,Pune,Black,105,60,50,6.5,900,40,Rice,50:26:26 NPK
4061,Pune,Black,110,60,50,6.5,900,40,Rice,50:26:26 NPK
4063,Pune,Black,120,60,50,6.5,900,40,Rice,50:26:26 NPK
4064,Pune,Black,100,50,60,5.5,700,35,Rice,Urea
4070,Pune,Black,105,55,50,6.0,800,40,Rice,Urea
4071,Pune,Black,110,55,50,6.0,800,40,Rice,Urea
4073,Pune,Black,120,55,50,6.0,800,40,Rice,Urea
4076,Pune,Black,110,60,55,6.5,900,35,Rice,Urea
4081,Pune,Black,60,30,30,6.0,700,25,Jowar,10:26:26 NPK
4083,Pune,Black,70,30,30,6.0,700,25,Jowar,10:26:26 NPK
4085,Pune,Black,55,35,35,6.5,800,30,Jowar,10:26:26 NPK
4086,Pune,Black,60,35,35,6.5,800,30,Jowar,10:26:26 NPK
4087,Pune,Black,65,35,35,6.5,800,30,Jowar,10:26:26 NPK
4096,Pune,Black,60,30,35,6.0,700,25,Jowar,Urea
4097,Pune,Black,65,30,35,6.0,700,25,Jowar,Urea
4099,Pune,Black,50,35,40,6.5,800,30,Jowar,Urea
4101,Pune,Black,60,35,40,6.5,800,30,Jowar,Urea
4102,Pune,Black,65,35,40,6.5,800,30,Jowar,Urea
4103,Pune,Black,70,35,40,6.5,800,30,Jowar,Urea
4105,Pune,Black,55,40,30,7.0,900,35,Jowar,Urea
4107,Pune,Black,65,40,30,7.0,900,35,Jowar,Urea
4108,Pune,Black,70,40,30,7.0,900,35,Jowar,Urea
4110,Pune,Black,55,30,40,6.0,700,25,Jowar,SSP
4111,Pune,Black,60,30,40,6.0,700,25,Jowar,SSP
4112,Pune,Black,65,30,40,6.0,700,25,Jowar,SSP
4113,Pune,Black,70,30,40,6.0,700,25,Jowar,SSP
4115,Pune,Black,55,35,30,6.5,800,30,Jowar,SSP
4116,Pune,Black,60,35,30,6.5,800,30,Jowar,SSP
4117,Pune,Black,65,35,30,6.5,800,30,Jowar,SSP
4119,Pune,Black,50,40,35,7.0,900,35,Jowar,SSP
4122,Pune,Black,65,40,35,7.0,900,35,Jowar,SSP
4123,Pune,Black,70,40,35,7.0,900,35,Jowar,SSP
4124,Pune,Dark Brown,20,30,15,6.0,700,20,Tur,Urea
4127,Pune,Dark Brown,20,35,20,6.5,800,25,Tur,Urea
4129,Pune,Dark Brown,30,35,20,6.5,800,25,Tur,Urea
4130,Pune,Dark Brown,20,40,15,7.0,900,30,Tur,Urea
4138,Pune,Dark Brown,30,35,15,6.5,800,25,Tur,MOP
4141,Pune,Dark Brown,30,40,20,7.0,900,30,Tur,MOP
4143,Pune,Reddish Brown,105,50,40,6.5,700,15,Wheat,19:19:19 NPK
4144,Pune,Reddish Brown,110,50,40,6.5,700,15,Wheat,19:19:19 NPK
4147,Pune,Reddish Brown,100,55,45,7.0,800,20,Wheat,19:19:19 NPK
4148,Pune,Reddish Brown,105,55,45,7.0,800,20,Wheat,19:19:19 NPK
4149,Pune,Reddish Brown,110,55,45,7.0,800,20,Wheat,19:19:19 NPK
4150,Pune,Reddish Brown,115,55,45,7.0,800,20,Wheat,19:19:19 NPK
4151,Pune,Reddish Brown,120,55,45,7.0,800,20,Wheat,19:19:19 NPK
4152,Pune,Reddish Brown,100,60,50,7.5,900,15,Wheat,19:19:19 NPK
4153,Pune,Reddish Brown,105,60,50,7.5,900,15,Wheat,19:19:19 NPK
4154,Pune,Reddish Brown,110,60,50,7.5,900,15,Wheat,19:19:19 NPK
4155,Pune,Reddish Brown,115,60,50,7.5,900,15,Wheat,19:19:19 NPK
4156,Pune,Reddish Brown,120,60,50,7.5,900,15,Wheat,19:19:19 NPK
4157,Pune,Reddish Brown,100,50,45,6.5,700,20,Wheat,Urea
4158,Pune,Reddish Brown,105,50,45,6.5,700,20,Wheat,Urea
4160,Pune,Reddish Brown,115,50,45,6.5,700,20,Wheat,Urea
4161,Pune,Reddish Brown,120,50,45,6.5,700,20,Wheat,Urea
4163,Pune,Reddish Brown,105,55,50,7.0,800,15,Wheat,Urea
4170,Pune,Reddish Brown,115,60,40,7.5,900,20,Wheat,Urea
4171,Pune,Reddish Brown,120,60,40,7.5,900,20,Wheat,Urea
4173,Pune,Reddish Brown,105,50,50,6.5,700,15,Wheat,19:19:19 NPK
4174,Pune,Reddish Brown,110,50,50,6.5,700,15,Wheat,19:19:19 NPK
4176,Pune,Reddish Brown,120,50,50,6.5,700,15,Wheat,19:19:19 NPK
4178,Pune,Reddish Brown,105,55,40,7.0,800,20,Wheat,19:19:19 NPK
4185,Pune,Reddish Brown,115,60,45,7.5,900,15,Wheat,19:19:19 NPK
4189,Pune,Red,30,30,20,5.5,700,25,Groundnut,Chilated Micronutrient
4190,Pune,Red,20,35,25,6.0,800,30,Groundnut,Chilated Micronutrient
4191,Pune,Red,25,35,25,6.0,800,30,Groundnut,Chilated Micronutrient
4195,Pune,Red,30,40,30,6.5,900,35,Groundnut,Chilated Micronutrient
4196,Pune,Red,20,30,25,5.5,700,25,Groundnut,SSP
4197,Pune,Red,25,30,25,5.5,700,25,Groundnut,SSP
4198,Pune,Red,30,30,25,5.5,700,25,Groundnut,SSP
4200,Pune,Red,25,35,30,6.0,800,30,Groundnut,SSP
4203,Pune,Red,25,40,20,6.5,900,35,Groundnut,SSP
4204,Pune,Red,30,40,20,6.5,900,35,Groundnut,SSP
4208,Pune,Red,20,35,20,6.0,800,30,Groundnut,Chilated Micronutrient
4209,Pune,Red,25,35,20,6.0,800,30,Groundnut,Chilated Micronutrient
4210,Pune,Red,30,35,20,6.0,800,30,Groundnut,Chilated Micronutrient
4211,Pune,Red,20,40,25,6.5,900,35,Groundnut,Chilated Micronutrient
4212,Pune,Red,25,40,25,6.5,900,35,Groundnut,Chilated Micronutrient
4214,Pune,Black,30,30,20,6.0,700,25,Urad,Urea
4215,Pune,Black,35,30,20,6.0,700,25,Urad,Urea
4216,Pune,Black,40,30,20,6.0,700,25,Urad,Urea
4220,Pune,Black,30,40,30,7.0,900,35,Urad,Urea
4228,Pune,Black,40,35,30,6.5,800,30,Urad,SSP
4229,Pune,Black,30,40,20,7.0,900,35,Urad,SSP
4233,Pune,Black,35,30,30,6.0,700,25,Urad,DAP
4234,Pune,Black,40,30,30,6.0,700,25,Urad,DAP
4237,Pune,Black,40,35,20,6.5,800,30,Urad,DAP
4239,Pune,Black,35,40,25,7.0,900,35,Urad,DAP
4240,Pune,Black,40,40,25,7.0,900,35,Urad,DAP
4241,Pune,Black,30,40,20,6.0,700,15,Gram,DAP
4242,Pune,Black,35,40,20,6.0,700,15,Gram,DAP
4243,Pune,Black,40,40,20,6.0,700,15,Gram,DAP
4245,Pune,Black,35,45,25,6.5,800,20,Gram,DAP
4248,Pune,Black,35,50,30,7.0,900,15,Gram,DAP
4251,Pune,Black,35,40,25,7.5,700,20,Gram,MOP
4252,Pune,Black,40,40,25,7.5,700,20,Gram,MOP
4253,Pune,Black,30,45,30,6.0,800,15,Gram,MOP
4255,Pune,Black,40,45,30,6.0,800,15,Gram,MOP
4258,Pune,Black,40,50,20,6.5,900,20,Gram,MOP
4259,Pune,Black,30,40,30,7.0,700,15,Gram,DAP
4260,Pune,Black,35,40,30,7.0,700,15,Gram,DAP
4262,Pune,Black,30,45,20,7.5,800,20,Gram,DAP
4268,Pune,Black,120,60,120,6.5,1000,20,Sugarcane,MOP
4269,Pune,Black,125,60,120,6.5,1000,20,Sugarcane,MOP
4272,Pune,Black,140,60,120,6.5,1000,20,Sugarcane,MOP
4273,Pune,Black,145,60,120,6.5,1000,20,Sugarcane,MOP
4276,Pune,Black,125,65,125,7.0,1100,25,Sugarcane,MOP
4278,Pune,Black,135,65,125,7.0,1100,25,Sugarcane,MOP
4279,Pune,Black,140,65,125,7.0,1100,25,Sugarcane,MOP
4280,Pune,Black,145,65,125,7.0,1100,25,Sugarcane,MOP
4284,Pune,Black,130,70,130,7.5,1200,30,Sugarcane,MOP
4288,Pune,Black,150,70,130,7.5,1200,30,Sugarcane,MOP
4289,Pune,Black,120,75,135,6.5,1300,35,Sugarcane,MOP
4294,Pune,Black,145,75,135,6.5,1300,35,Sugarcane,MOP
4295,Pune,Black,150,75,135,6.5,1300,35,Sugarcane,MOP
4297,Pune,Black,125,80,140,7.0,1400,20,Sugarcane,MOP
4298,Pune,Black,130,80,140,7.0,1400,20,Sugarcane,MOP
4303,Pune,Black,120,60,145,7.5,1500,25,Sugarcane,Urea
4305,Pune,Black,130,60,145,7.5,1500,25,Sugarcane,Urea
4306,Pune,Black,135,60,145,7.5,1500,25,Sugarcane,Urea
4308,Pune,Black,145,60,145,7.5,1500,25,Sugarcane,Urea
4309,Pune,Black,150,60,145,7.5,1500,25,Sugarcane,Urea
4311,Pune,Black,125,65,150,6.5,1000,30,Sugarcane,Urea
4312,Pune,Black,130,65,150,6.5,1000,30,Sugarcane,Urea
4314,Pune,Black,140,65,150,6.5,1000,30,Sugarcane,Urea
4315,Pune,Black,145,65,150,6.5,1000,30,Sugarcane,Urea
4316,Pune,Black,150,65,150,6.5,1000,30,Sugarcane,Urea
4319,Pune,Black,130,70,120,7.0,1100,35,Sugarcane,Urea
4320,Pune,Black,135,70,120,7.0,1100,35,Sugarcane,Urea
4321,Pune,Black,140,70,120,7.0,1100,35,Sugarcane,Urea
4323,Pune,Black,150,70,120,7.0,1100,35,Sugarcane,Urea
4325,Pune,Black,125,75,125,7.5,1200,20,Sugarcane,Urea
4327,Pune,Black,135,75,125,7.5,1200,20,Sugarcane,Urea
4329,Pune,Black,145,75,125,7.5,1200,20,Sugarcane,Urea
4332,Pune,Black,125,80,130,6.5,1300,25,Sugarcane,Urea
4333,Pune,Black,130,80,130,6.5,1300,25,Sugarcane,Urea
4335,Pune,Black,140,80,130,6.5,1300,25,Sugarcane,Urea
4336,Pune,Black,145,80,130,6.5,1300,25,Sugarcane,Urea
4337,Pune,Black,150,80,130,6.5,1300,25,Sugarcane,Urea
4338,Pune,Black,120,60,135,7.0,1400,30,Sugarcane,DAP
4341,Pune,Black,135,60,135,7.0,1400,30,Sugarcane,DAP
4342,Pune,Black,140,60,135,7.0,1400,30,Sugarcane,DAP
4344,Pune,Black,150,60,135,7.0,1400,30,Sugarcane,DAP
4352,Pune,Black,120,70,145,6.5,1000,20,Sugarcane,DAP
4356,Pune,Black,140,70,145,6.5,1000,20,Sugarcane,DAP
4357,Pune,Black,145,70,145,6.5,1000,20,Sugarcane,DAP
4359,Pune,Black,120,75,150,7.0,1100,25,Sugarcane,DAP
4360,Pune,Black,125,75,150,7.0,1100,25,Sugarcane,DAP
4361,Pune,Black,130,75,150,7.0,1100,25,Sugarcane,DAP
4362,Pune,Black,135,75,150,7.0,1100,25,Sugarcane,DAP
4363,Pune,Black,140,75,150,7.0,1100,25,Sugarcane,DAP
4368,Pune,Black,130,80,120,7.5,1200,30,Sugarcane,DAP
4369,Pune,Black,135,80,120,7.5,1200,30,Sugarcane,DAP
4370,Pune,Black,140,80,120,7.5,1200,30,Sugarcane,DAP
4374,Pune,Black,125,60,125,6.5,1300,35,Sugarcane,MOP
4375,Pune,Black,130,60,125,6.5,1300,35,Sugarcane,MOP
4376,Pune,Black,135,60,125,6.5,1300,35,Sugarcane,MOP
4378,Pune,Black,145,60,125,6.5,1300,35,Sugarcane,MOP
4380,Pune,Black,120,65,130,7.0,1400,20,Sugarcane,MOP
4382,Pune,Black,130,65,130,7.0,1400,20,Sugarcane,MOP
4383,Pune,Black,135,65,130,7.0,1400,20,Sugarcane,MOP
4385,Pune,Black,145,65,130,7.0,1400,20,Sugarcane,MOP
4386,Pune,Black,150,65,130,7.0,1400,20,Sugarcane,MOP
4392,Pune,Black,145,70,135,7.5,1500,25,Sugarcane,MOP
4394,Pune,Black,120,75,140,6.5,1000,30,Sugarcane,MOP
4395,Pune,Black,125,75,140,6.5,1000,30,Sugarcane,MOP
4397,Pune,Black,135,75,140,6.5,1000,30,Sugarcane,MOP
4400,Pune,Black,150,75,140,6.5,1000,30,Sugarcane,MOP
4402,Pune,Black,125,80,145,7.0,1100,35,Sugarcane,MOP
4406,Pune,Black,145,80,145,7.0,1100,35,Sugarcane,MOP
4410,Pune,Black,130,60,150,7.5,1200,20,Sugarcane,Urea
4412,Pune,Black,140,60,150,7.5,1200,20,Sugarcane,Urea
4416,Pune,Black,125,65,120,6.5,1300,25,Sugarcane,Urea
4417,Pune,Black,130,65,120,6.5,1300,25,Sugarcane,Urea
4419,Pune,Black,140,65,120,6.5,1300,25,Sugarcane,Urea
4420,Pune,Black,145,65,120,6.5,1300,25,Sugarcane,Urea
4429,Pune,Black,120,75,130,7.5,1500,35,Sugarcane,Urea
4430,Pune,Black,125,75,130,7.5,1500,35,Sugarcane,Urea
4431,Pune,Black,130,75,130,7.5,1500,35,Sugarcane,Urea
4434,Pune,Black,145,75,130,7.5,1500,35,Sugarcane,Urea
4439,Pune,Black,135,80,135,6.5,1000,20,Sugarcane,Urea
4442,Pune,Black,150,80,135,6.5,1000,20,Sugarcane,Urea
4445,Pune,Black,130,60,140,7.0,1100,25,Sugarcane,DAP
4447,Pune,Black,140,60,140,7.0,1100,25,Sugarcane,DAP
4449,Pune,Black,150,60,140,7.0,1100,25,Sugarcane,DAP
4451,Pune,Black,125,65,145,7.5,1200,30,Sugarcane,DAP
4452,Pune,Black,130,65,145,7.5,1200,30,Sugarcane,DAP
4456,Pune,Black,150,65,145,7.5,1200,30,Sugarcane,DAP
4457,Pune,Black,120,70,150,6.5,1300,35,Sugarcane,DAP
4459,Pune,Black,130,70,150,6.5,1300,35,Sugarcane,DAP
4460,Pune,Black,135,70,150,6.5,1300,35,Sugarcane,DAP
4463,Pune,Black,150,70,150,6.5,1300,35,Sugarcane,DAP
4471,Pune,Black,120,80,125,7.5,1500,25,Sugarcane,DAP
4472,Pune,Black,125,80,125,7.5,1500,25,Sugarcane,DAP
4474,Pune,Black,135,80,125,7.5,1500,25,Sugarcane,DAP
4475,Pune,Black,140,80,125,7.5,1500,25,Sugarcane,DAP
4476,Pune,Black,145,80,125,7.5,1500,25,Sugarcane,DAP
4477,Pune,Black,150,80,125,7.5,1500,25,Sugarcane,DAP
4478,Pune,Black,120,60,130,6.5,1000,30,Sugarcane,MOP
4482,Pune,Black,140,60,130,6.5,1000,30,Sugarcane,MOP
4484,Pune,Black,150,60,130,6.5,1000,30,Sugarcane,MOP
4486,Pune,Black,125,65,135,7.0,1100,35,Sugarcane,MOP
4487,Pune,Black,130,65,135,7.0,1100,35,Sugarcane,MOP
4488,Pune,Black,135,65,135,7.0,1100,35,Sugarcane,MOP
4490,Pune,Black,145,65,135,7.0,1100,35,Sugarcane,MOP
4492,Pune,Black,120,70,140,7.5,1200,20,Sugarcane,MOP
4493,Pune,Black,125,70,140,7.5,1200,20,Sugarcane,MOP
4498,Pune,Black,150,70,140,7.5,1200,20,Sugarcane,MOP
4499,Pune,Black,120,75,145,6.5,1300,25,Sugarcane,MOP
4500,Pune,Black,125,75,145,6.5,1300,25,Sugarcane,MOP
4503,Pune,Black,140,75,145,6.5,1300,25,Sugarcane,MOP
4504,Pune,Black,145,75,145,6.5,1300,25,Sugarcane,MOP
4506,Pune,Black,120,80,150,7.0,1400,30,Sugarcane,MOP
4507,Pune,Black,125,80,150,7.0,1400,30,Sugarcane,MOP
4508,Pune,Black,130,80,150,7.0,1400,30,Sugarcane,MOP
4511,Pune,Black,145,80,150,7.0,1400,30,Sugarcane,MOP
